ID,IV_MAIN_Variable,Politeness_perception,Happiness_PostRequest,age,gender,pol1,job,edu,ethni
438,Experimental group: asked to donate but refused in T2,3.59090909090909,4.81818181818182,42,Female,Moderate Democrat,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
441,Experimental group: asked to donate but refused in T2,2.72727272727273,3,54,Female,Moderate Democrat,Service occupations,High School / GED,White/Caucasian
444,Experimental group: asked to donate but refused in T2,3.68181818181818,4.54545454545455,35,Female,Moderate Republican,Unemployed,2-year College Degree,White/Caucasian
445,Experimental group: asked to donate and accepted in T2,3.72727272727273,4,35,Male,Moderate Democrat,"Management, professional, and related occupations",Master's Degree,White/Caucasian
446,Experimental group: asked to donate and accepted in T2,3.45454545454545,4.18181818181818,54,Female,Moderate Democrat,Sales and office occupations,Master's Degree,White/Caucasian
448,Experimental group: asked to donate but refused in T2,2.95454545454545,2.81818181818182,38,Male,Moderate Republican,"Construction, extraction, and maintenance occupations",2-year College Degree,White/Caucasian
449,Experimental group: asked to donate but refused in T2,3.40909090909091,2.90909090909091,33,Male,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
450,Experimental group: asked to donate and accepted in T2,4.04545454545455,3.54545454545455,54,Female,Moderate Republican,Other,High School / GED,White/Caucasian
452,Experimental group: asked to donate and accepted in T2,3.18181818181818,3.63636363636364,57,Female,Independent,Other,High School / GED,White/Caucasian
456,Experimental group: asked to donate but refused in T2,3.45454545454545,4.18181818181818,55,Female,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
458,Experimental group: asked to donate but refused in T2,3.86363636363636,2.09090909090909,23,Male,Moderate Democrat,Service occupations,2-year College Degree,White/Caucasian
460,Experimental group: asked to donate and accepted in T2,3.45454545454545,1.72727272727273,42,Female,Moderate Republican,Unemployed,High School / GED,White/Caucasian
466,Experimental group: asked to donate and accepted in T2,3.31818181818182,4.54545454545455,61,Female,Independent,Other,2-year College Degree,White/Caucasian
467,Experimental group: asked to donate but refused in T2,2.81818181818182,2.27272727272727,51,Male,Other,Service occupations,2-year College Degree,African American
469,Experimental group: asked to donate but refused in T2,3.54545454545455,3.18181818181818,40,Male,Independent,"Management, professional, and related occupations",Master's Degree,White/Caucasian
470,Experimental group: asked to donate and accepted in T2,2.95454545454545,3.45454545454545,27,Male,Moderate Democrat,"Management, professional, and related occupations",Master's Degree,White/Caucasian
471,Experimental group: asked to donate but refused in T2,2.95454545454545,5,29,Female,Moderate Democrat,Unemployed,High School / GED,African American
474,Experimental group: asked to donate and accepted in T2,3.68181818181818,2.81818181818182,44,Female,Moderate Republican,Other,2-year College Degree,White/Caucasian
476,Experimental group: asked to donate and accepted in T2,4.45454545454545,3.63636363636364,46,Female,Moderate Republican,Other,High School / GED,White/Caucasian
477,Experimental group: asked to donate and accepted in T2,4.22727272727273,3.36363636363636,28,Female,Independent,Sales and office occupations,High School / GED,African American
479,Experimental group: asked to donate but refused in T2,3.54545454545455,4.63636363636364,33,Male,Other,Sales and office occupations,4-year College Degree,Hispanic
481,Experimental group: asked to donate and accepted in T2,4.54545454545455,2.72727272727273,28,Male,Moderate Democrat,Service occupations,2-year College Degree,Hispanic
482,Experimental group: asked to donate and accepted in T2,4.63636363636364,5,38,Female,Strong Republican,"Management, professional, and related occupations",Master's Degree,White/Caucasian
486,Experimental group: asked to donate and accepted in T2,3.54545454545455,1.81818181818182,36,Female,Independent,Government occupations,4-year College Degree,Asian
487,Experimental group: asked to donate but refused in T2,3.40909090909091,2.81818181818182,45,Male,Moderate Republican,Service occupations,4-year College Degree,White/Caucasian
488,Experimental group: asked to donate and accepted in T2,3.27272727272727,4.63636363636364,31,Female,Independent,"Farming, fishing, and forestry",4-year College Degree,White/Caucasian
491,Experimental group: asked to donate but refused in T2,3.77272727272727,2.54545454545455,47,Female,Moderate Republican,Sales and office occupations,High School / GED,White/Caucasian
500,Experimental group: asked to donate but refused in T2,2.77272727272727,2.54545454545455,34,Male,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
501,Experimental group: asked to donate but refused in T2,3.18181818181818,2.81818181818182,65,Female,Strong Democrat,Sales and office occupations,4-year College Degree,White/Caucasian
502,Experimental group: asked to donate and accepted in T2,3.72727272727273,2.63636363636364,26,Male,Moderate Democrat,"Management, professional, and related occupations","Professional Degree (JD, MD)",African American
503,Experimental group: asked to donate but refused in T2,3.13636363636364,4.45454545454545,35,Male,Moderate Republican,"Management, professional, and related occupations",Master's Degree,White/Caucasian
507,Experimental group: asked to donate but refused in T2,3.54545454545455,1.54545454545455,44,Female,Moderate Democrat,Sales and office occupations,High School / GED,White/Caucasian
508,Experimental group: asked to donate and accepted in T2,3.68181818181818,2.81818181818182,29,Female,Moderate Republican,"Management, professional, and related occupations",2-year College Degree,White/Caucasian
509,Experimental group: asked to donate but refused in T2,3.54545454545455,3.54545454545455,46,Male,Independent,Other,4-year College Degree,White/Caucasian
510,Experimental group: asked to donate but refused in T2,1.54545454545455,3.36363636363636,47,Female,Moderate Republican,"Management, professional, and related occupations",2-year College Degree,White/Caucasian
515,Experimental group: asked to donate but refused in T2,2.90909090909091,3.45454545454545,52,Female,Strong Democrat,Service occupations,4-year College Degree,White/Caucasian
518,Experimental group: asked to donate but refused in T2,3.86363636363636,2.63636363636364,25,Female,Moderate Democrat,Service occupations,High School / GED,White/Caucasian
520,Experimental group: asked to donate but refused in T2,3.36363636363636,2.36363636363636,38,Female,Independent,Unemployed,High School / GED,African American
523,Experimental group: asked to donate but refused in T2,3.81818181818182,2.09090909090909,27,Male,Strong Democrat,Unemployed,High School / GED,White/Caucasian
526,Experimental group: asked to donate but refused in T2,2.5,2.54545454545455,31,Male,Moderate Republican,"Construction, extraction, and maintenance occupations",High School / GED,White/Caucasian
527,Experimental group: asked to donate and accepted in T2,2.31818181818182,2.09090909090909,58,Female,Strong Republican,Unemployed,High School / GED,White/Caucasian
529,Experimental group: asked to donate but refused in T2,2.36363636363636,1.81818181818182,29,Male,Moderate Democrat,Sales and office occupations,4-year College Degree,African American
537,Experimental group: asked to donate but refused in T2,3.5,2.18181818181818,38,Male,Strong Democrat,Sales and office occupations,4-year College Degree,White/Caucasian
542,Experimental group: asked to donate but refused in T2,1.77272727272727,3.90909090909091,34,Male,Moderate Democrat,"Management, professional, and related occupations",High School / GED,African American
543,Experimental group: asked to donate but refused in T2,3.40909090909091,2.36363636363636,30,Female,Moderate Democrat,Service occupations,4-year College Degree,White/Caucasian
544,Experimental group: asked to donate but refused in T2,4.09090909090909,4.54545454545455,34,Male,Moderate Democrat,Service occupations,High School / GED,Asian
545,Experimental group: asked to donate but refused in T2,3.54545454545455,3.54545454545455,46,Female,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
546,Experimental group: asked to donate but refused in T2,3.04545454545455,2.63636363636364,22,Male,Moderate Republican,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
547,Experimental group: asked to donate and accepted in T2,4.31818181818182,3.81818181818182,33,Female,Moderate Democrat,"Management, professional, and related occupations",Master's Degree,White/Caucasian
549,Experimental group: asked to donate but refused in T2,2.95454545454545,2.54545454545455,33,Female,Strong Republican,Unemployed,High School / GED,White/Caucasian
550,Experimental group: asked to donate and accepted in T2,3.27272727272727,5,56,Female,Independent,Sales and office occupations,4-year College Degree,White/Caucasian
552,Experimental group: asked to donate but refused in T2,3.90909090909091,2.45454545454545,67,Female,Strong Democrat,Retired,High School / GED,White/Caucasian
553,Experimental group: asked to donate but refused in T2,3.13636363636364,2.72727272727273,33,Male,Moderate Democrat,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
556,Experimental group: asked to donate but refused in T2,2.90909090909091,2.36363636363636,27,Female,Independent,Sales and office occupations,4-year College Degree,White/Caucasian
557,Experimental group: asked to donate but refused in T2,3.31818181818182,2.27272727272727,38,Male,Independent,"Management, professional, and related occupations",Master's Degree,White/Caucasian
558,Experimental group: asked to donate but refused in T2,1.77272727272727,2,38,Male,Independent,Government occupations,High School / GED,White/Caucasian
559,Experimental group: asked to donate and accepted in T2,3.81818181818182,4.27272727272727,49,Female,Strong Republican,Other,High School / GED,White/Caucasian
560,Experimental group: asked to donate but refused in T2,3.54545454545455,2.18181818181818,37,Female,Strong Republican,Service occupations,Master's Degree,White/Caucasian
564,Experimental group: asked to donate but refused in T2,3.31818181818182,1.72727272727273,32,Female,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
565,Experimental group: asked to donate but refused in T2,3.54545454545455,1.81818181818182,35,Female,Strong Democrat,Other,Master's Degree,Asian
566,Experimental group: asked to donate but refused in T2,2.81818181818182,2,32,Female,Strong Democrat,"Management, professional, and related occupations",Master's Degree,White/Caucasian
572,Experimental group: asked to donate but refused in T2,3.90909090909091,3.63636363636364,33,Male,Independent,"Management, professional, and related occupations",4-year College Degree,White/Caucasian
580,Experimental group: asked to donate and accepted in T2,3.72727272727273,1.09090909090909,34,Male,Independent,Unemployed,2-year College Degree,White/Caucasian
582,Experimental group: asked to donate and accepted in T2,3.59090909090909,1.90909090909091,56,Female,Moderate Democrat,Other,High School / GED,White/Caucasian
587,Experimental group: asked to donate and accepted in T2,3.95454545454545,4.36363636363636,39,Female,Independent,Service occupations,High School / GED,White/Caucasian
594,Experimental group: asked to donate but refused in T2,2.72727272727273,1.72727272727273,39,Male,Independent,Sales and office occupations,High School / GED,White/Caucasian
596,Experimental group: asked to donate and accepted in T2,3.54545454545455,3.36363636363636,50,Male,Moderate Democrat,"Construction, extraction, and maintenance occupations",2-year College Degree,White/Caucasian
599,Experimental group: asked to donate and accepted in T2,4.54545454545455,4.72727272727273,35,Female,Moderate Democrat,"Management, professional, and related occupations",Master's Degree,Asian
600,Experimental group: asked to donate but refused in T2,2.90909090909091,2.45454545454545,27,Male,Moderate Republican,Service occupations,High School / GED,Other
601,Experimental group: asked to donate and accepted in T2,3.68181818181818,4.63636363636364,31,Female,Independent,"Management, professional, and related occupations",4-year College Degree,Asian
602,Experimental group: asked to donate but refused in T2,4,3.09090909090909,38,Female,Independent,Government occupations,4-year College Degree,White/Caucasian
604,Experimental group: asked to donate but refused in T2,3.45454545454545,3.90909090909091,24,Male,Strong Democrat,Service occupations,4-year College Degree,Asian
